<!--######################################################

                       .::::.

                     .::::::::.

                    :::::::::::  TV

                ..:::::::::::'

              '::::::::::::'

                .::::::::::

           '::::::::::::::..

                ..::::::::::::.

              ``::::::::::::::::

               ::::``:::::::::'        .:::.

              ::::'   ':::::'       .::::::::.

            .::::'      ::::     .:::::::'::::.

           .:::'       :::::  .:::::::::' ':::::.

          .::'        :::::.:::::::::'      ':::::.

         .::'         ::::::::::::::'         ``::::.

     ...:::           ::::::::::::'              ``::.

    ````':.          ':::::::::'                  ::::..

                       '.:::::'                    ':'````..

##############################################################-->

4K,#genre#
大片3D,https://vd2.bdstatic.com/mda-ki2cvyhz79rw40wg/v1-cae/sc/mda-ki2cvyhz79rw40wg.mp4

裸眼3D,https://vd2.bdstatic.com/mda-kka520dkkf8mrujz/sc/mda-kka520dkkf8mrujz.mp4

裸眼3D2,https://vd4.bdstatic.com/mda-mdfijn4crxseyky0/sc/mda-mdfijn4crxseyky0.mp4

小丑,https://vd2.bdstatic.com/mda-jkbrts1znp07ryb8/sc/mda-jkbrts1znp07ryb8.mp4

X战警：黑凤凰,https://vd2.bdstatic.com/mda-jetjizur4bnmfux8/hd/mda-jetjizur4bnmfux8.mp4

长津湖,https://vd3.bdstatic.com/mda-mgq3kek3j2cr07w7/sc/cae_h264_nowatermark/1627180666806871183/mda-mgq3kek3j2cr07w7.mp4

司藤,https://vd4.bdstatic.com/mda-nae2xzfan0zk06f7/sc/cae_h264_delogo/1642265942028031063/mda-nae2xzfan0zk06f7.mp4

星球大战9,https://vd3.bdstatic.com/mda-ndfj480755j9juhe/cae_h264_delogo/1650116825326935651/mda-ndfj480755j9juhe.mp4

MV,https://vd4.bdstatic.com/mda-kmbika46ppvf7nzc/v1-cae/1080p/mda-kmbika46ppvf7nzc.mp4

经典音乐,#genre#

云朵上的梦,http://txmov2.a.yximgs.com/upic/2020/11/29/06/BMjAyMDExMjkwNjIyMTZfMTU0MDc1NjUwOF8zOTk1MDg4ODMzNl8yXzM=_b_B28abdca5985b7f4722ab6688adc6e17c.mp4

原版大鱼海棠,http://vd3.bdstatic.com/mda-jm9x2pw13gpb4d82/sc/mda-jm9x2pw13gpb4d82.mp4

雨中相思-龙千玉,http://txmov2.a.yximgs.com/upic/2020/11/25/16/BMjAyMDExMjUxNjAwNDRfMTU0MDc1NjUwOF8zOTc3MTI2OTA2MF8yXzM=_b_B0652e68c50f21d5cb6bdda5dbc7a3c13.mp4

雨中泪-何龙雨&邱敬婷,https://vd4.bdstatic.com/mda-kdpf37ri2kc5p1s6/v1-cae/mda-kdpf37ri2kc5p1s6.mp4

一砖一瓦-杨哲,http://txmov2.a.yximgs.com/upic/2020/11/07/23/BMjAyMDExMDcyMzQxMzZfMTU0MDc1NjUwOF8zODg5OTUwODg5MF8yXzM=_b_B41249b6fddaf4b4ef4bb5aee7c4f431c.mp4

雨花石-云朵,http://newcntv.qcloudcdn.com/asp/hls/2000/0303000a/3/default/20a65dbb23e4448cbcb52a756ebdc74d/2000.m3u8

一起走过的日子,https://vd2.bdstatic.com:443/mda-mh8denkrcc9je91r/1080p/cae_h264/1628501876466224170/mda-mh8denkrcc9je91r.mp4

无你的我,http://txmov2.a.yximgs.com/upic/2021/01/04/17/BMjAyMTAxMDQxNzQzMjZfMTU0MDc1NjUwOF80MTg3OTc3ODQzMV8yXzM=_b_Be9a32f157bcce8d01c4f1de7bdc6f03e.mp4

翁立友用泪写缘份,http://vd4.bdstatic.com/mda-ijfeqx4zc0gxq5jq/sc/mda-ijfeqx4zc0gxq5jq.mp4

翁立友夜市人生,http://vd1.bdstatic.com/mda-hh0zwjvrwpm4py88/sc/mda-hh0zwjvrwpm4py88.mp4

翁立友行棋,http://vd2.bdstatic.com/mda-ji4w8pcxse8taw5b/sc/mda-ji4w8pcxse8taw5b.mp4

孟庭苇-一个爱上浪漫的人,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/DpBYbctgwaRj7bEYzFn%40%40hd.m3u8

孟庭苇-雾里看花,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/fi3PjAgsnTjwzAvSboT%40%40hd.m3u8

孟庭苇-过冬,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/U9QKnKK2RpKMElnSS07%40%40hd.m3u8

孟庭苇-冬季到台北来看雨,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/Pd8qTC385qKJVXaXcKj%40%40hd.m3u8

孟庭苇-不下雨就出太阳吧,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/lhaW77A2RRwiJrh0CiJ%40%40hd.m3u8

孟庭苇-爱你太深,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/KbJb4OVT1yH1ZDvri5p%40%40hd.m3u8

美人关,http://txmov2.a.yximgs.com/upic/2020/12/17/17/BMjAyMDEyMTcxNzU0MTBfMTU0MDc1NjUwOF80MDg1MzA2ODMyMV8yXzM=_b_Bca10c09fd07c8c2fa95a51059f93a24a.mp4

罗时丰一定要成功,http://vd1.bdstatic.com/mda-hgmk00ncqxvvix0v/mda-hgmk00ncqxvvix0v.mp4

罗时丰无情之梦,http://vd2.bdstatic.com/mda-je1jq1hvgmab08gd/sc/mda-je1jq1hvgmab08gd.mp4

罗时丰爱情的路,http://vd4.bdstatic.com/mda-jcrjcp1wy5q2i00n/sc/mda-jcrjcp1wy5q2i00n.mp4

风中泪,http://txmov2.a.yximgs.com/upic/2021/01/07/06/BMjAyMTAxMDcwNjU5MjhfMTU0MDc1NjUwOF80MTk5MDI5NTM1Nl8yXzM=_b_B2c0675b0c05835b9efde19e6a2d9a47f.mp4

点歌的人,https://vd3.bdstatic.com/mda-kdi6hifkag5xsc4p/v1-cae/hd/mda-kdi6hifkag5xsc4p.mp4

点歌的人,http://videosc.kuwo.cn/arZrEin_TbFOm8AGKCPz6B1QJKE=/lktS1N3Rkhci_045THZaD9nuE3WT

别错过-程嘉嘉,https://vd3.bdstatic.com/mda-mdiwme75k0k1x57w/hd/h264/1618839436/mda-mdiwme75k0k1x57w.mp4

杨钰莹-我不想说,http://vodcdn.video.taobao.com/oss/ali-video/cc97a07de2cac88c025590ef874253fc/video.m3u8

巫启贤-只因你伤心,http://vodcdn.video.taobao.com/oss/ali-video/c28acbe36530da595b04161855bba004/video.m3u8

杨钰莹-红彤彤的春天,http://vodcdn.video.taobao.com/oss/ali-video/31fcc5242ffc9a00a5a62d89b21c0bea/video.m3u8

叶倩文-我的爱对你说,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/7xXG24i7EbZtCTOtSnh%40%40sd.m3u8

叶倩文-伤逝,http://vodcdn.video.taobao.com/oss/ali-video/9f6ad7cd057bc2cf21d1c5a6cc57eed7/video.m3u8

周慧敏-痴心换情深,http://vodcdn.video.taobao.com/oss/ali-video/aa07f0b5c8a36740b3bee03d69a4116c/video.m3u8

许茹芸-如果云知道,http://vodcdn.video.taobao.com/oss/ali-video/fd87aea7bc293a5930b8a64c752df476/video.m3u8

张智霖-现代爱情故事,http://vodcdn.video.taobao.com/oss/ali-video/864b1ca28cb8b566e2989775ae737de7/video.m3u8

杨钰莹-轻轻告诉你,http://vodcdn.video.taobao.com/oss/ali-video/1905c60363f40cea52f342ec59132da0/video.m3u8

张智霖-片片枫叶情,http://vodcdn.video.taobao.com/oss/ali-video/1d02cf8794a542c930fbf210c0a4e3e7/video.m3u8

叶倩文-潇洒走一回,http://vodcdn.video.taobao.com/oss/ali-video/371d75312720e701b5f3988d46cdf4ef/video.m3u8

周华健-朋友,http://vodcdn.video.taobao.com/oss/ali-video/6079de4355c45a42073ead75954c1b2f/video.m3u8

周华健-风雨无阻,http://vodcdn.video.taobao.com/oss/ali-video/8d77795bdc63d87125ba47f993e0bfb4/video.m3u8

许茹芸-不爱我放了我,http://vodcdn.video.taobao.com/oss/ali-video/b0f458650135c68f1b88ea7667eec629/video.m3u8

杨曼-9999滴眼泪,http://vodcdn.video.taobao.com/oss/ali-video/f6d027835c0e8f72d3c74379b86fb696/video.m3u8

许茹芸-泪海,http://vodcdn.video.taobao.com/oss/ali-video/76fe6eb28aee716783f2a47ba8a15e5a/video.m3u8

杨钰莹-等你一万年,http://vodcdn.video.taobao.com/oss/ali-video/e1e0b88e5c6d40d7176f353d41aac985/video.m3u8

王菲-容易受伤的女人(国语,http://vodcdn.video.taobao.com/oss/ali-video/84722d96b62883dafdcc154afbf0bb03/video.m3u8

裘正海-爱我的人和我爱的人,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/9Nbjzo7cialBKOcZ0fj%40%40hd.m3u8

王菲-执迷不悔,http://vodcdn.video.taobao.com/oss/ali-video/15bf7da88b44048edaabe73d6b17c00b/video.m3u8

王心凌-我会好好的,http://vodcdn.video.taobao.com/oss/ali-video/8f327fd6bce61d0cf4159601a64b395b/video.m3u8

王杰-说谎的爱人,http://vodcdn.video.taobao.com/oss/ali-video/c018ec304eb6566b56d7f0b85c77b473/video.m3u8

推荐9首DJ舞曲，首首甜美醉人,https://vd2.bdstatic.com/mda-mhig1c3sw223mx8p/1080p/cae_h264/1629380139191731149/mda-mhig1c3sw223mx8p.mp4

孙艺琪《寂寞的人别听伤感情歌》,https://vd2.bdstatic.com/mda-mdscsws7443npwa8/1080p/cae_h264/1619516504/mda-mdscsws7443npwa8.mp4

听闻远方有你,https://vd2.bdstatic.com/mda-na43yyyprfftasf3/720p/h264/1641351194106958043/mda-na43yyyprfftasf3.mp4

你着忍耐林姗吴淑敏HD,http://vd3.bdstatic.com/mda-jejjxfqwtcwr3h70/sc/mda-jejjxfqwtcwr3h70.mp4

闽南歌酒梦HD,http://vd4.bdstatic.com/mda-jiik3r29sbkw85p6/sc/mda-jiik3r29sbkw85p6.mp4

陈雷贴身保镖HD,http://vd2.bdstatic.com/mda-iikenqcaz6ssxern/sc/mda-iikenqcaz6ssxern.mp4

情歌赛过春江冰-韩冰 云朵HD,https://vdse.bdstatic.com/f59bec0364d5388028ff9d31bc047933.mp4

东南西北风 黄安HD,https://vdse.bdstatic.com/9091ed5bb6b95a0990984dce90698669.mp4

萨顶顶Ⅰ天地无霜HD,https://vdse.bdstatic.com//bd1f7fcb1263b608c60793c5c7094ce9.mp4

天地无霜HD,https://vdse.bdstatic.com//bd1f7fcb1263b608c60793c5c7094ce9.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T15%3A25%3A13Z%2F-1%2Fhost

范玮琪-我们的纪念日HD,http://vodcdn.video.taobao.com/oss/taobao-ugc/d38a89c6b5ab41b4ab80423741fbe8d6/1466066405/video.m3u8.m3u8

孟庭苇-相爱的可能性HD,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/5lsxCqoKs6ZE7MfJZvM%40%40hd.m3u8

最遥远的你是我最近的爱HD,http://txmov2.a.yximgs.com/upic/2021/01/07/05/BMjAyMTAxMDcwNTUzNTZfMTU0MDc1NjUwOF80MTk4OTg1MTUxMl8yXzM=_b_Bcfa5c11288748256f10ee7ad6bd00a06.mp4

玫瑰心浪子情-陈思安HD,http://txmov2.a.yximgs.com/upic/2020/11/05/21/BMjAyMDExMDUyMTU2NDBfMTU0MDc1NjUwOF8zODc4MjIxMzM5OF8yXzM=_b_B5df25972cd8e30f6502cff68773a2eeb.mp4

周杰伦/蔡依林-能不能给我一首歌的时间HD,https://link.hhtjim.com/qq/012rJrGd4cGDA9.mp4

酒醉的蝴蝶HD,http://vd4.bdstatic.com/mda-jepbbqntd414qsem/sc/mda-jepbbqntd414qsem.mp4

你是我的人HD,http://vd4.bdstatic.com/mda-jhtriuc2z5fddtre/sc/mda-jhtriuc2z5fddtre.mp4

天在下雨我在等你HD,http://vd4.bdstatic.com/mda-icpieeuwfuwruijw/sc/mda-icpieeuwfuwruijw.mp4

我的快乐就是想你HD,http://vd4.bdstatic.com/mda-jhid37v9u4vny09j/sc/mda-jhid37v9u4vny09j.mp4

我在红尘中遇到你HD,http://vd4.bdstatic.com/mda-ihkwerpgqm1v3ehy/sc/mda-ihkwerpgqm1v3ehy.mp4

为爱留下伤心泪HD,http://vd4.bdstatic.com/mda-ik4ma1uhquea2gat/sc/mda-ik4ma1uhquea2gat.mp4

等你等了那么久HD,http://vd4.bdstatic.com/mda-ickhjq8gkcxz55i1/sc/mda-ickhjq8gkcxz55i1.mp4

最新红歌-你莫走HD,https://vdse.bdstatic.com/42d43413938478fc44d6b8f705d41e5a.mp4

王杰-英雄泪HD,http://feed.resrc.svideo.sogoucdn.com/videodown/110002/602/6edfd02ede2240393b20480b615b3e7b.mp4

凤凰传奇-御龙归字谣HD,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1164118&response=res&format=mp4&type=convert_url

千里之外FHD,http://em.21dtv.com/songs/60114086.mkv

千年之恋FHD,http://em.21dtv.com/songs/60118327.mkv

伤心城市FHD,http://em.21dtv.com/songs/60115700.mkv

李荣浩 - 不将就FHDFHD,http://em.21dtv.com/songs/60111169.mkv

生日快乐狂欢FHD,http://em.21dtv.com/songs/60111284.mkv

十五的月亮FHD,http://em.21dtv.com/songs/60118337.mkv

看透爱情看透你FHD,http://em.21dtv.com/songs/60115708.mkv

看透爱情看透你FHD,http://em.21dtv.com/songs/60118311.mkv

最后一个情人FHD,http://em.21dtv.com/songs/60116266.mkv

相思的债FHD,http://em.21dtv.com/songs/60116350.mkv

龙梅子 - 泪满天FHD,http://em.21dtv.com/songs/60111562.mkv

周延 海一声笑HD,https://vd4.bdstatic.com/mda-kj6e3nk3vshtiizf/v1-cae/sc/mda-kj6e3nk3vshtiizf.mp4?v_from_s=nj_haokanvideoui_5488&auth_key=1609917092-0-0-e0b8a382b0aa153f04998969f915402b&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=8010_3-8012_3-8656_1

张含韵 一百万个可能FHD,https://vd2.bdstatic.com/mda-ma0tg55dpw4zw06h/v1-cae/1080p/mda-ma0tg55dpw4zw06h.mp4?v_from_s=nj_haokanvideoui_5488&auth_key=1609916854-0-0-52e6385d5628b4fbecb573ab0d43c37b&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=8010_3-8012_3-8656_1

乌兰托娅 高原蓝HD,https://vd3.bdstatic.com/mda-khghexdfrca1xjmr/sc/cae_h264_clips/mda-khghexdfrca1xjmr.mp4?auth_key=1609644596-0-0-b4ee50851a327595005c3e3dcd99b370&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=8010_3-8012_3-8476_2

乌兰图雅 套马杆HD,https://vd4.bdstatic.com/mda-jaiiyfjua053vt3i/sc/mda-jaiiyfjua053vt3i.mp4?v_from_s=nj_haokanvideoui_5488&auth_key=1609644435-0-0-e19677c1e4b88bdd633ceb13a228b24b&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=8010_3-8012_3-8476_2

李玲玉女儿情HD,https://vd4.bdstatic.com/mda-jesd8uc2q6mrbvee/sc/mda-jesd8uc2q6mrbvee.mp4?auth_key=1607332458-0-0-ef6db03e03eab7c9f98cadbd19f80e32&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=8010_3-8012_3-8157_1

苍天不负有情人HD,https://vd2.bdstatic.com/mda-kk3g235v5ueq48p5/sc/mda-kk3g235v5ueq48p5.mp4?auth_key=1607332308-0-0-5a951b889a2fda8fc61fcc6c6517f3c2&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=8010_3-8012_3-8157_1

听心HD,https://vd3.bdstatic.com/mda-kktyiug54y0m8cfs/v1-cae/sc/mda-kktyiug54y0m8cfs.mp4?auth_key=1607331839-0-0-3ae1
